record_id,project_id,category,amount_kpy,status,accrual_month,payment_due_month,input_timestamp,confirmed_timestamp,vendor_name
CST-00211,PRJ-0122,外注費,47904,確定請求,2025-10,2025-11,2025-10-28T00:00:00,2025-10-29T00:00:00,協力業者H社
CST-00212,PRJ-0143,外注費,25701,現場見込み,2023-12,2024-01,2024-01-03T00:00:00,,協力業者H社
CST-00213,PRJ-0109,材料費,3677,確定請求,2024-12,2025-01,2024-12-12T00:00:00,2024-12-16T00:00:00,協力業者L社
CST-00214,PRJ-0121,外注費,82422,確定請求,2024-04,2024-05,2024-05-09T00:00:00,2024-05-10T00:00:00,協力業者O社
CST-00215,PRJ-0085,材料費,34490,確定請求,2024-07,2024-08,2024-07-10T00:00:00,2024-07-10T00:00:00,資材メーカーI
CST-00216,PRJ-0074,材料費,5925,確定請求,2024-12,2025-01,2024-12-10T00:00:00,2024-12-14T00:00:00,協力業者M社
CST-00217,PRJ-0199,外注費,58239,確定請求,2026-02,2026-03,2026-02-21T00:00:00,2026-02-25T00:00:00,資材メーカーE
CST-00218,PRJ-0026,外注費,10253,確定請求,2025-12,2026-01,2025-12-20T00:00:00,2025-12-25T00:00:00,協力業者E社
CST-00219,PRJ-0084,経費,36843,確定請求,2024-08,2024-09,2024-08-20T00:00:00,2024-08-25T00:00:00,協力業者O社
CST-00220,PRJ-0108,労務費,65259,現場見込み,2024-10,2024-11,2024-10-10T00:00:00,,協力業者L社
CST-00221,PRJ-0111,労務費,51064,現場見込み,2023-12,2024-01,2023-12-16T00:00:00,,資材メーカーE
CST-00222,PRJ-0197,外注費,28816,確定請求,2024-07,2024-08,2024-07-06T00:00:00,2024-07-06T00:00:00,協力業者Q社
CST-00223,PRJ-0067,外注費,39190,現場見込み,2027-02,2027-03,2027-02-27T00:00:00,,協力業者E社
CST-00224,PRJ-0016,材料費,11241,口頭発注,2026-03,2026-04,2026-03-15T00:00:00,,協力業者F社
CST-00225,PRJ-0106,外注費,17589,確定請求,2027-11,2027-12,2027-11-28T00:00:00,2027-12-02T00:00:00,協力業者H社
CST-00226,PRJ-0164,材料費,99367,確定請求,2025-03,2025-04,2025-04-02T00:00:00,2025-04-04T00:00:00,資材メーカーH
CST-00227,PRJ-0050,材料費,23837,口頭発注,2024-02,2024-03,2024-02-13T00:00:00,,資材メーカーA
CST-00228,PRJ-0093,外注費,12913,確定請求,2023-10,2023-11,2023-10-28T00:00:00,2023-11-01T00:00:00,協力業者E社
CST-00229,PRJ-0061,労務費,123653,現場見込み,2024-03,2024-04,2024-03-25T00:00:00,,協力業者C社
CST-00230,PRJ-0071,外注費,55021,確定請求,2024-08,2024-09,2024-09-02T00:00:00,2024-09-06T00:00:00,協力業者F社
CST-00231,PRJ-0072,労務費,45907,確定請求,2025-09,2025-10,2025-09-30T00:00:00,2025-10-05T00:00:00,協力業者F社
CST-00232,PRJ-0155,外注費,29665,確定請求,2025-04,2025-05,2025-04-23T00:00:00,2025-04-23T00:00:00,協力業者K社
CST-00233,PRJ-0081,外注費,58551,確定請求,2025-02,2025-03,2025-02-18T00:00:00,2025-02-23T00:00:00,協力業者C社
CST-00234,PRJ-0161,経費,57033,確定請求,2026-12,2027-01,2026-12-16T00:00:00,2026-12-21T00:00:00,協力業者S社
CST-00235,PRJ-0039,労務費,59643,確定請求,2024-01,2024-02,2024-02-08T00:00:00,2024-02-11T00:00:00,資材メーカーE
CST-00236,PRJ-0106,材料費,15016,確定請求,2027-08,2027-09,2027-08-21T00:00:00,2027-08-24T00:00:00,資材メーカーA
CST-00237,PRJ-0035,材料費,56766,確定請求,2025-08,2025-09,2025-08-26T00:00:00,2025-08-31T00:00:00,協力業者R社
CST-00238,PRJ-0011,材料費,24667,現場見込み,2024-09,2024-10,2024-09-19T00:00:00,,協力業者P社
CST-00239,PRJ-0057,外注費,3983,口頭発注,2026-03,2026-04,2026-03-25T00:00:00,,協力業者M社
CST-00240,PRJ-0064,外注費,36209,現場見込み,2024-11,2024-12,2024-11-16T00:00:00,,協力業者C社
CST-00241,PRJ-0010,外注費,30144,確定請求,2024-07,2024-08,2024-07-20T00:00:00,2024-07-23T00:00:00,協力業者O社
CST-00242,PRJ-0168,外注費,52195,確定請求,2025-08,2025-09,2025-08-11T00:00:00,2025-08-15T00:00:00,協力業者G社
CST-00243,PRJ-0111,外注費,48659,確定請求,2023-11,2023-12,2023-11-10T00:00:00,2023-11-15T00:00:00,協力業者K社
CST-00244,PRJ-0110,材料費,33546,確定請求,2025-12,2026-01,2025-12-20T00:00:00,2025-12-22T00:00:00,協力業者M社
CST-00245,PRJ-0032,労務費,70055,確定請求,2026-03,2026-04,2026-04-01T00:00:00,2026-04-03T00:00:00,協力業者R社
CST-00246,PRJ-0090,材料費,47187,確定請求,2024-05,2024-06,2024-05-11T00:00:00,2024-05-13T00:00:00,協力業者O社
CST-00247,PRJ-0092,外注費,73474,確定請求,2024-04,2024-05,2024-04-22T00:00:00,2024-04-22T00:00:00,協力業者H社
CST-00248,PRJ-0021,材料費,31071,現場見込み,2025-03,2025-04,2025-03-31T00:00:00,,協力業者J社
CST-00249,PRJ-0040,外注費,10943,確定請求,2024-11,2024-12,2024-11-25T00:00:00,2024-11-26T00:00:00,協力業者N社
CST-00250,PRJ-0173,材料費,19662,確定請求,2024-08,2024-09,2024-08-28T00:00:00,2024-09-02T00:00:00,資材メーカーJ
CST-00251,PRJ-0052,材料費,45812,現場見込み,2024-10,2024-11,2024-10-04T00:00:00,,協力業者G社
CST-00252,PRJ-0147,外注費,32536,確定請求,2025-04,2025-05,2025-04-14T00:00:00,2025-04-17T00:00:00,協力業者Q社
CST-00253,PRJ-0056,材料費,130998,確定請求,2026-03,2026-04,2026-03-05T00:00:00,2026-03-05T00:00:00,協力業者P社
CST-00254,PRJ-0182,経費,77276,現場見込み,2023-11,2023-12,2023-11-18T00:00:00,,協力業者Q社
CST-00255,PRJ-0176,材料費,57218,確定請求,2025-02,2025-03,2025-02-24T00:00:00,2025-02-26T00:00:00,協力業者G社
CST-00256,PRJ-0138,材料費,37186,確定請求,2023-08,2023-09,2023-08-09T00:00:00,2023-08-12T00:00:00,協力業者B社
CST-00257,PRJ-0162,材料費,43016,確定請求,2026-07,2026-08,2026-07-26T00:00:00,2026-07-28T00:00:00,資材メーカーI
CST-00258,PRJ-0016,材料費,6065,確定請求,2025-09,2025-10,2025-10-02T00:00:00,2025-10-05T00:00:00,資材メーカーH
CST-00259,PRJ-0118,外注費,12709,確定請求,2024-03,2024-04,2024-03-25T00:00:00,2024-03-30T00:00:00,資材メーカーI
CST-00260,PRJ-0040,労務費,14787,確定請求,2024-07,2024-08,2024-07-23T00:00:00,2024-07-25T00:00:00,資材メーカーE
CST-00261,PRJ-0078,材料費,37933,現場見込み,2025-01,2025-02,2025-01-14T00:00:00,,協力業者M社
CST-00262,PRJ-0070,労務費,17800,確定請求,2025-01,2025-02,2025-01-14T00:00:00,2025-01-16T00:00:00,協力業者R社
CST-00263,PRJ-0013,労務費,16860,確定請求,2024-10,2024-11,2024-10-30T00:00:00,2024-11-03T00:00:00,協力業者C社
CST-00264,PRJ-0057,外注費,4749,確定請求,2025-11,2025-12,2025-11-29T00:00:00,2025-12-01T00:00:00,資材メーカーE
CST-00265,PRJ-0120,労務費,85171,現場見込み,2026-10,2026-11,2026-10-11T00:00:00,,協力業者D社
CST-00266,PRJ-0073,外注費,6332,確定請求,2026-01,2026-02,2026-01-21T00:00:00,2026-01-23T00:00:00,協力業者M社
CST-00267,PRJ-0168,材料費,58497,口頭発注,2025-08,2025-09,2025-09-01T00:00:00,,協力業者L社
CST-00268,PRJ-0166,外注費,10518,現場見込み,2026-07,2026-08,2026-07-13T00:00:00,,協力業者T社
CST-00269,PRJ-0071,外注費,42613,確定請求,2024-04,2024-05,2024-04-23T00:00:00,2024-04-23T00:00:00,協力業者Q社
CST-00270,PRJ-0059,材料費,9621,確定請求,2023-06,2023-07,2023-06-10T00:00:00,2023-06-13T00:00:00,協力業者E社
CST-00271,PRJ-0134,経費,44938,口頭発注,2024-04,2024-05,2024-04-24T00:00:00,,協力業者O社
CST-00272,PRJ-0108,外注費,47027,口頭発注,2025-01,2025-02,2025-01-15T00:00:00,,資材メーカーI
CST-00273,PRJ-0158,外注費,52224,確定請求,2025-08,2025-09,2025-08-23T00:00:00,2025-08-25T00:00:00,協力業者K社
CST-00274,PRJ-0004,材料費,7519,口頭発注,2024-09,2024-10,2024-10-04T00:00:00,,協力業者M社
CST-00275,PRJ-0015,外注費,40075,確定請求,2024-05,2024-06,2024-05-15T00:00:00,2024-05-19T00:00:00,資材メーカーG
CST-00276,PRJ-0026,外注費,11806,口頭発注,2026-04,2026-05,2026-05-07T00:00:00,,協力業者Q社
CST-00277,PRJ-0193,経費,35859,確定請求,2025-10,2025-11,2025-11-01T00:00:00,2025-11-03T00:00:00,協力業者P社
CST-00278,PRJ-0125,労務費,47587,確定請求,2024-03,2024-04,2024-04-01T00:00:00,2024-04-03T00:00:00,資材メーカーG
CST-00279,PRJ-0070,外注費,30256,口頭発注,2024-09,2024-10,2024-09-12T00:00:00,,資材メーカーB
CST-00280,PRJ-0006,材料費,8310,確定請求,2024-02,2024-03,2024-02-07T00:00:00,2024-02-12T00:00:00,協力業者S社
CST-00281,PRJ-0165,外注費,35740,現場見込み,2024-08,2024-09,2024-08-15T00:00:00,,資材メーカーA
CST-00282,PRJ-0116,労務費,56651,確定請求,2026-08,2026-09,2026-08-23T00:00:00,2026-08-28T00:00:00,協力業者P社
CST-00283,PRJ-0097,外注費,37007,確定請求,2025-07,2025-08,2025-08-04T00:00:00,2025-08-08T00:00:00,資材メーカーE
CST-00284,PRJ-0143,労務費,33698,現場見込み,2024-03,2024-04,2024-03-27T00:00:00,,資材メーカーD
CST-00285,PRJ-0054,外注費,29373,現場見込み,2025-05,2025-06,2025-05-31T00:00:00,,協力業者F社
CST-00286,PRJ-0091,材料費,21796,確定請求,2024-11,2024-12,2024-12-01T00:00:00,2024-12-04T00:00:00,資材メーカーD
CST-00287,PRJ-0065,外注費,47512,確定請求,2025-12,2026-01,2025-12-07T00:00:00,2025-12-07T00:00:00,資材メーカーG
CST-00288,PRJ-0037,材料費,26645,確定請求,2024-09,2024-10,2024-09-28T00:00:00,2024-10-01T00:00:00,協力業者G社
CST-00289,PRJ-0111,経費,77520,確定請求,2024-04,2024-05,2024-04-29T00:00:00,2024-05-02T00:00:00,協力業者N社
CST-00290,PRJ-0142,外注費,105769,確定請求,2023-11,2023-12,2023-12-01T00:00:00,2023-12-05T00:00:00,協力業者G社
CST-00291,PRJ-0191,材料費,21848,口頭発注,2027-04,2027-05,2027-04-13T00:00:00,,資材メーカーH
CST-00292,PRJ-0049,労務費,157784,確定請求,2025-11,2025-12,2025-12-09T00:00:00,2025-12-10T00:00:00,協力業者E社
CST-00293,PRJ-0123,外注費,56828,確定請求,2026-11,2026-12,2026-12-06T00:00:00,2026-12-10T00:00:00,協力業者K社
CST-00294,PRJ-0145,労務費,98704,確定請求,2026-05,2026-06,2026-05-15T00:00:00,2026-05-18T00:00:00,協力業者K社
CST-00295,PRJ-0090,材料費,51621,現場見込み,2024-10,2024-11,2024-10-14T00:00:00,,協力業者K社
CST-00296,PRJ-0161,材料費,66301,現場見込み,2026-05,2026-06,2026-05-17T00:00:00,,資材メーカーB
CST-00297,PRJ-0184,材料費,31578,確定請求,2025-11,2025-12,2025-11-23T00:00:00,2025-11-24T00:00:00,協力業者P社
CST-00298,PRJ-0198,労務費,71905,確定請求,2025-03,2025-04,2025-03-20T00:00:00,2025-03-21T00:00:00,協力業者R社
CST-00299,PRJ-0118,経費,17301,確定請求,2025-05,2025-06,2025-05-13T00:00:00,2025-05-18T00:00:00,協力業者J社
CST-00300,PRJ-0105,労務費,39479,確定請求,2024-03,2024-04,2024-03-24T00:00:00,2024-03-26T00:00:00,資材メーカーC
CST-00301,PRJ-0111,外注費,68768,確定請求,2024-10,2024-11,2024-10-22T00:00:00,2024-10-27T00:00:00,協力業者L社
CST-00302,PRJ-0055,労務費,18017,確定請求,2024-01,2024-02,2024-01-16T00:00:00,2024-01-20T00:00:00,協力業者J社
CST-00303,PRJ-0066,材料費,5372,確定請求,2027-01,2027-02,2027-01-14T00:00:00,2027-01-16T00:00:00,協力業者M社
CST-00304,PRJ-0199,材料費,70515,確定請求,2025-05,2025-06,2025-05-20T00:00:00,2025-05-22T00:00:00,協力業者J社
CST-00305,PRJ-0054,外注費,33822,現場見込み,2024-04,2024-05,2024-04-14T00:00:00,,協力業者L社
CST-00306,PRJ-0167,外注費,8054,現場見込み,2026-01,2026-02,2026-01-29T00:00:00,,資材メーカーD
CST-00307,PRJ-0049,労務費,64082,確定請求,2024-07,2024-08,2024-07-24T00:00:00,2024-07-26T00:00:00,協力業者G社
CST-00308,PRJ-0022,外注費,64413,確定請求,2025-04,2025-05,2025-04-11T00:00:00,2025-04-12T00:00:00,資材メーカーC
CST-00309,PRJ-0117,外注費,66177,口頭発注,2023-11,2023-12,2023-12-08T00:00:00,,協力業者T社
CST-00310,PRJ-0166,外注費,9982,口頭発注,2026-08,2026-09,2026-08-16T00:00:00,,協力業者H社
CST-00311,PRJ-0165,労務費,42772,確定請求,2024-08,2024-09,2024-08-18T00:00:00,2024-08-19T00:00:00,資材メーカーI
CST-00312,PRJ-0090,外注費,33567,確定請求,2024-11,2024-12,2024-11-29T00:00:00,2024-11-29T00:00:00,協力業者H社
CST-00313,PRJ-0091,材料費,14474,確定請求,2024-08,2024-09,2024-08-10T00:00:00,2024-08-10T00:00:00,協力業者K社
CST-00314,PRJ-0114,外注費,15228,確定請求,2024-11,2024-12,2024-11-16T00:00:00,2024-11-17T00:00:00,協力業者A社
CST-00315,PRJ-0129,材料費,41368,確定請求,2025-08,2025-09,2025-08-17T00:00:00,2025-08-20T00:00:00,資材メーカーA
CST-00316,PRJ-0168,外注費,94248,現場見込み,2025-09,2025-10,2025-09-27T00:00:00,,協力業者G社
CST-00317,PRJ-0025,材料費,10025,確定請求,2026-10,2026-11,2026-10-27T00:00:00,2026-10-27T00:00:00,協力業者J社
CST-00318,PRJ-0093,労務費,18976,確定請求,2024-05,2024-06,2024-05-07T00:00:00,2024-05-11T00:00:00,協力業者S社
CST-00319,PRJ-0193,材料費,49868,現場見込み,2024-06,2024-07,2024-06-05T00:00:00,,資材メーカーJ
CST-00320,PRJ-0061,材料費,64433,口頭発注,2024-01,2024-02,2024-01-19T00:00:00,,資材メーカーI
CST-00321,PRJ-0010,外注費,54076,確定請求,2024-05,2024-06,2024-05-19T00:00:00,2024-05-22T00:00:00,資材メーカーG
CST-00322,PRJ-0173,材料費,25649,確定請求,2024-03,2024-04,2024-03-31T00:00:00,2024-03-31T00:00:00,資材メーカーJ
CST-00323,PRJ-0010,経費,33644,確定請求,2024-04,2024-05,2024-05-08T00:00:00,2024-05-12T00:00:00,協力業者J社
CST-00324,PRJ-0192,労務費,11860,確定請求,2024-01,2024-02,2024-01-29T00:00:00,2024-01-31T00:00:00,資材メーカーJ
CST-00325,PRJ-0055,労務費,22190,確定請求,2024-07,2024-08,2024-07-26T00:00:00,2024-07-30T00:00:00,資材メーカーA
CST-00326,PRJ-0048,外注費,24527,現場見込み,2024-02,2024-03,2024-02-20T00:00:00,,資材メーカーI
CST-00327,PRJ-0063,外注費,110047,確定請求,2025-06,2025-07,2025-06-25T00:00:00,2025-06-27T00:00:00,協力業者Q社
CST-00328,PRJ-0159,労務費,9909,確定請求,2024-06,2024-07,2024-06-22T00:00:00,2024-06-24T00:00:00,資材メーカーF
CST-00329,PRJ-0174,労務費,78827,現場見込み,2024-03,2024-04,2024-03-15T00:00:00,,資材メーカーD
CST-00330,PRJ-0198,経費,42815,口頭発注,2026-03,2026-04,2026-03-31T00:00:00,,協力業者I社
CST-00331,PRJ-0029,材料費,7419,現場見込み,2023-10,2023-11,2023-10-07T00:00:00,,資材メーカーD
CST-00332,PRJ-0060,外注費,91139,現場見込み,2024-10,2024-11,2024-10-31T00:00:00,,協力業者J社
CST-00333,PRJ-0095,外注費,98225,確定請求,2026-03,2026-04,2026-03-19T00:00:00,2026-03-20T00:00:00,資材メーカーE
CST-00334,PRJ-0150,外注費,5397,確定請求,2025-10,2025-11,2025-10-14T00:00:00,2025-10-17T00:00:00,資材メーカーH
CST-00335,PRJ-0110,材料費,28096,確定請求,2026-03,2026-04,2026-03-16T00:00:00,2026-03-19T00:00:00,協力業者K社
CST-00336,PRJ-0190,労務費,46370,確定請求,2024-09,2024-10,2024-09-12T00:00:00,2024-09-15T00:00:00,協力業者F社
CST-00337,PRJ-0022,経費,49526,口頭発注,2024-08,2024-09,2024-08-09T00:00:00,,資材メーカーJ
CST-00338,PRJ-0009,外注費,36459,確定請求,2023-05,2023-06,2023-05-25T00:00:00,2023-05-26T00:00:00,協力業者I社
CST-00339,PRJ-0104,外注費,68013,確定請求,2025-09,2025-10,2025-09-08T00:00:00,2025-09-10T00:00:00,資材メーカーE
CST-00340,PRJ-0075,労務費,37095,確定請求,2025-06,2025-07,2025-06-11T00:00:00,2025-06-11T00:00:00,協力業者S社
CST-00341,PRJ-0023,外注費,73308,確定請求,2026-02,2026-03,2026-02-17T00:00:00,2026-02-22T00:00:00,資材メーカーA
CST-00342,PRJ-0051,経費,73526,口頭発注,2025-06,2025-07,2025-06-18T00:00:00,,協力業者B社
CST-00343,PRJ-0072,外注費,48763,確定請求,2026-08,2026-09,2026-08-08T00:00:00,2026-08-11T00:00:00,協力業者J社
CST-00344,PRJ-0193,外注費,45901,確定請求,2026-03,2026-04,2026-04-02T00:00:00,2026-04-07T00:00:00,協力業者Q社
CST-00345,PRJ-0176,材料費,68268,確定請求,2025-01,2025-02,2025-01-19T00:00:00,2025-01-21T00:00:00,資材メーカーA
CST-00346,PRJ-0163,材料費,121248,確定請求,2024-10,2024-11,2024-10-21T00:00:00,2024-10-24T00:00:00,協力業者H社
CST-00347,PRJ-0178,材料費,82376,確定請求,2026-03,2026-04,2026-03-24T00:00:00,2026-03-26T00:00:00,協力業者O社
CST-00348,PRJ-0070,労務費,27256,現場見込み,2024-10,2024-11,2024-11-01T00:00:00,,資材メーカーC
CST-00349,PRJ-0013,外注費,31959,口頭発注,2025-04,2025-05,2025-05-07T00:00:00,,資材メーカーE
CST-00350,PRJ-0043,外注費,3217,確定請求,2024-06,2024-07,2024-06-19T00:00:00,2024-06-24T00:00:00,資材メーカーE
CST-00351,PRJ-0139,外注費,81766,確定請求,2025-09,2025-10,2025-09-27T00:00:00,2025-10-01T00:00:00,資材メーカーH
CST-00352,PRJ-0178,外注費,90150,確定請求,2027-01,2027-02,2027-01-15T00:00:00,2027-01-15T00:00:00,協力業者Q社
CST-00353,PRJ-0081,労務費,77577,口頭発注,2025-11,2025-12,2025-11-19T00:00:00,,協力業者D社
CST-00354,PRJ-0195,労務費,9307,確定請求,2027-05,2027-06,2027-05-10T00:00:00,2027-05-11T00:00:00,資材メーカーI
CST-00355,PRJ-0113,材料費,81220,現場見込み,2025-04,2025-05,2025-04-11T00:00:00,,協力業者R社
CST-00356,PRJ-0111,材料費,70487,確定請求,2023-11,2023-12,2023-12-04T00:00:00,2023-12-07T00:00:00,協力業者K社
CST-00357,PRJ-0047,材料費,17515,確定請求,2023-06,2023-07,2023-06-24T00:00:00,2023-06-29T00:00:00,資材メーカーB
CST-00358,PRJ-0184,材料費,31495,確定請求,2025-11,2025-12,2025-11-07T00:00:00,2025-11-11T00:00:00,協力業者P社
CST-00359,PRJ-0030,外注費,57687,確定請求,2024-12,2025-01,2024-12-28T00:00:00,2024-12-31T00:00:00,資材メーカーF
CST-00360,PRJ-0133,外注費,47276,確定請求,2025-05,2025-06,2025-05-26T00:00:00,2025-05-29T00:00:00,協力業者Q社
CST-00361,PRJ-0178,外注費,96047,確定請求,2027-05,2027-06,2027-05-18T00:00:00,2027-05-21T00:00:00,協力業者B社
CST-00362,PRJ-0199,外注費,80894,確定請求,2025-11,2025-12,2025-11-02T00:00:00,2025-11-05T00:00:00,資材メーカーD
CST-00363,PRJ-0198,労務費,37689,口頭発注,2025-02,2025-03,2025-02-19T00:00:00,,資材メーカーG
CST-00364,PRJ-0121,材料費,86711,確定請求,2024-08,2024-09,2024-08-14T00:00:00,2024-08-14T00:00:00,協力業者G社
CST-00365,PRJ-0021,労務費,17256,現場見込み,2025-03,2025-04,2025-03-28T00:00:00,,協力業者N社
CST-00366,PRJ-0147,外注費,30054,確定請求,2024-08,2024-09,2024-08-27T00:00:00,2024-08-27T00:00:00,協力業者R社
CST-00367,PRJ-0067,外注費,56471,確定請求,2027-01,2027-02,2027-01-11T00:00:00,2027-01-14T00:00:00,協力業者B社
CST-00368,PRJ-0066,外注費,8905,確定請求,2025-12,2026-01,2026-01-03T00:00:00,2026-01-08T00:00:00,資材メーカーE
CST-00369,PRJ-0021,材料費,38219,確定請求,2025-09,2025-10,2025-10-07T00:00:00,2025-10-10T00:00:00,協力業者L社
CST-00370,PRJ-0092,材料費,69486,確定請求,2024-03,2024-04,2024-03-15T00:00:00,2024-03-20T00:00:00,協力業者M社
CST-00371,PRJ-0059,材料費,13501,口頭発注,2024-04,2024-05,2024-04-27T00:00:00,,資材メーカーH
CST-00372,PRJ-0010,外注費,49760,確定請求,2024-07,2024-08,2024-07-07T00:00:00,2024-07-07T00:00:00,資材メーカーA
CST-00373,PRJ-0061,材料費,63229,確定請求,2023-09,2023-10,2023-09-23T00:00:00,2023-09-27T00:00:00,協力業者R社
CST-00374,PRJ-0099,労務費,40236,確定請求,2025-04,2025-05,2025-04-10T00:00:00,2025-04-10T00:00:00,資材メーカーD
CST-00375,PRJ-0103,外注費,130987,確定請求,2023-05,2023-06,2023-05-21T00:00:00,2023-05-26T00:00:00,協力業者J社
CST-00376,PRJ-0163,経費,83072,確定請求,2025-05,2025-06,2025-05-21T00:00:00,2025-05-22T00:00:00,協力業者R社
CST-00377,PRJ-0092,外注費,67605,確定請求,2024-01,2024-02,2024-01-12T00:00:00,2024-01-13T00:00:00,協力業者O社
CST-00378,PRJ-0166,労務費,15213,口頭発注,2026-09,2026-10,2026-09-23T00:00:00,,協力業者G社
CST-00379,PRJ-0059,労務費,13673,確定請求,2023-06,2023-07,2023-06-08T00:00:00,2023-06-12T00:00:00,資材メーカーF
CST-00380,PRJ-0193,経費,26284,現場見込み,2024-05,2024-06,2024-05-15T00:00:00,,協力業者H社
CST-00381,PRJ-0034,外注費,21224,現場見込み,2024-09,2024-10,2024-10-05T00:00:00,,協力業者D社
CST-00382,PRJ-0099,材料費,47415,確定請求,2024-12,2025-01,2025-01-10T00:00:00,2025-01-15T00:00:00,協力業者O社
CST-00383,PRJ-0111,外注費,59533,確定請求,2023-07,2023-08,2023-07-30T00:00:00,2023-08-02T00:00:00,協力業者H社
CST-00384,PRJ-0048,労務費,22409,確定請求,2024-01,2024-02,2024-01-29T00:00:00,2024-01-30T00:00:00,協力業者H社
CST-00385,PRJ-0163,経費,120905,確定請求,2024-05,2024-06,2024-05-11T00:00:00,2024-05-13T00:00:00,協力業者E社
